Age,Location,Audio File,Mfcc File,Word,Annotation
7-10 years,Rajasthan,./All/4761/HI_S4_W_3.mp3,mfcc_files/./All/4761/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1759/HI_S4_W_3.mp3,mfcc_files/./All/1759/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2114/HI_S4_W_3.mp3,mfcc_files/./All/2114/HI_S4_W_3.csv,boy,Correct
5-7 years,Uttar Pradesh,./All/2703/HI_S4_W_3.mp3,mfcc_files/./All/2703/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1656/HI_S4_W_3.mp3,mfcc_files/./All/1656/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/4709/HI_S4_W_3.mp3,mfcc_files/./All/4709/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/34/MR_S4_W_3.mp3,mfcc_files/./All/34/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/5092/HI_S4_W_3.mp3,mfcc_files/./All/5092/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/950/MR_S4_W_3.mp3,mfcc_files/./All/950/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/3883/HI_S4_W_3.mp3,mfcc_files/./All/3883/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/3046/HI_S4_W_3.mp3,mfcc_files/./All/3046/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2027/HI_S4_W_3.mp3,mfcc_files/./All/2027/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/3118/HI_S4_W_3.mp3,mfcc_files/./All/3118/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1937/HI_S4_W_3.mp3,mfcc_files/./All/1937/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/1055/MR_S4_W_3.mp3,mfcc_files/./All/1055/MR_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/5181/HI_S4_W_3.mp3,mfcc_files/./All/5181/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/5111/HI_S4_W_3.mp3,mfcc_files/./All/5111/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/5207/HI_S4_W_3.mp3,mfcc_files/./All/5207/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/5145/HI_S4_W_3.mp3,mfcc_files/./All/5145/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/950/MR_S4_W_3.mp3,mfcc_files/./All/950/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2282/HI_S4_W_3.mp3,mfcc_files/./All/2282/HI_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/1989/HI_S4_W_3.mp3,mfcc_files/./All/1989/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/3747/HI_S4_W_3.mp3,mfcc_files/./All/3747/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/5253/HI_S4_W_3.mp3,mfcc_files/./All/5253/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/268/MR_S4_W_3.mp3,mfcc_files/./All/268/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2198/HI_S4_W_3.mp3,mfcc_files/./All/2198/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1937/HI_S4_W_3.mp3,mfcc_files/./All/1937/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/724/MR_S4_W_3.mp3,mfcc_files/./All/724/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/696/MR_S4_W_3.mp3,mfcc_files/./All/696/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/250/MR_S4_W_3.mp3,mfcc_files/./All/250/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/250/MR_S4_W_3.mp3,mfcc_files/./All/250/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4791/HI_S4_W_3.mp3,mfcc_files/./All/4791/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/250/MR_S4_W_3.mp3,mfcc_files/./All/250/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1135/MR_S4_W_3.mp3,mfcc_files/./All/1135/MR_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/1833/HI_S4_W_3.mp3,mfcc_files/./All/1833/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2514/HI_S4_W_3.mp3,mfcc_files/./All/2514/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2651/HI_S4_W_3.mp3,mfcc_files/./All/2651/HI_S4_W_3.csv,boy,Correct
5-7 years,Uttar Pradesh,./All/2703/HI_S4_W_3.mp3,mfcc_files/./All/2703/HI_S4_W_3.csv,boy,Correct
5-7 years,Rajasthan,./All/4933/HI_S4_W_3.mp3,mfcc_files/./All/4933/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1135/MR_S4_W_3.mp3,mfcc_files/./All/1135/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4648/HI_S4_W_3.mp3,mfcc_files/./All/4648/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/1055/MR_S4_W_3.mp3,mfcc_files/./All/1055/MR_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/4429/HI_S4_W_3.mp3,mfcc_files/./All/4429/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1476/HI_S4_W_3.mp3,mfcc_files/./All/1476/HI_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/1690/HI_S4_W_3.mp3,mfcc_files/./All/1690/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/665/MR_S4_W_3.mp3,mfcc_files/./All/665/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2282/HI_S4_W_3.mp3,mfcc_files/./All/2282/HI_S4_W_3.csv,boy,Correct
5-7 years,Rajasthan,./All/4306/HI_S4_W_3.mp3,mfcc_files/./All/4306/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/3233/HI_S4_W_3.mp3,mfcc_files/./All/3233/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4998/HI_S4_W_3.mp3,mfcc_files/./All/4998/HI_S4_W_3.csv,boy,Correct
5-7 years,Uttar Pradesh,./All/1707/HI_S4_W_3.mp3,mfcc_files/./All/1707/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/4709/HI_S4_W_3.mp3,mfcc_files/./All/4709/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2027/HI_S4_W_3.mp3,mfcc_files/./All/2027/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2073/HI_S4_W_3.mp3,mfcc_files/./All/2073/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2446/HI_S4_W_3.mp3,mfcc_files/./All/2446/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2291/HI_S4_W_3.mp3,mfcc_files/./All/2291/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1937/HI_S4_W_3.mp3,mfcc_files/./All/1937/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/3378/HI_S4_W_3.mp3,mfcc_files/./All/3378/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2479/HI_S4_W_3.mp3,mfcc_files/./All/2479/HI_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/2218/HI_S4_W_3.mp3,mfcc_files/./All/2218/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4791/HI_S4_W_3.mp3,mfcc_files/./All/4791/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2333/HI_S4_W_3.mp3,mfcc_files/./All/2333/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/287/MR_S4_W_3.mp3,mfcc_files/./All/287/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/100/MR_S4_W_3.mp3,mfcc_files/./All/100/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/3858/HI_S4_W_3.mp3,mfcc_files/./All/3858/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/3786/HI_S4_W_3.mp3,mfcc_files/./All/3786/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1759/HI_S4_W_3.mp3,mfcc_files/./All/1759/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/665/MR_S4_W_3.mp3,mfcc_files/./All/665/MR_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/34/MR_S4_W_3.mp3,mfcc_files/./All/34/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1702/HI_S4_W_3.mp3,mfcc_files/./All/1702/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/1054/MR_S4_W_3.mp3,mfcc_files/./All/1054/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2304/HI_S4_W_3.mp3,mfcc_files/./All/2304/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3995/HI_S4_W_3.mp3,mfcc_files/./All/3995/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/1054/MR_S4_W_3.mp3,mfcc_files/./All/1054/MR_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/944/MR_S4_W_3.mp3,mfcc_files/./All/944/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1883/HI_S4_W_3.mp3,mfcc_files/./All/1883/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/58/MR_S4_W_3.mp3,mfcc_files/./All/58/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/3522/HI_S4_W_3.mp3,mfcc_files/./All/3522/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2850/HI_S4_W_3.mp3,mfcc_files/./All/2850/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4843/HI_S4_W_3.mp3,mfcc_files/./All/4843/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1703/HI_S4_W_3.mp3,mfcc_files/./All/1703/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/250/MR_S4_W_3.mp3,mfcc_files/./All/250/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2945/HI_S4_W_3.mp3,mfcc_files/./All/2945/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/3233/HI_S4_W_3.mp3,mfcc_files/./All/3233/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2267/HI_S4_W_3.mp3,mfcc_files/./All/2267/HI_S4_W_3.csv,boy,Correct
7-10 years,Maharashtra,./All/672/MR_S4_W_3.mp3,mfcc_files/./All/672/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/696/MR_S4_W_3.mp3,mfcc_files/./All/696/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/4229/HI_S4_W_3.mp3,mfcc_files/./All/4229/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/287/MR_S4_W_3.mp3,mfcc_files/./All/287/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/5113/HI_S4_W_3.mp3,mfcc_files/./All/5113/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/250/MR_S4_W_3.mp3,mfcc_files/./All/250/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2901/HI_S4_W_3.mp3,mfcc_files/./All/2901/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/965/MR_S4_W_3.mp3,mfcc_files/./All/965/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/724/MR_S4_W_3.mp3,mfcc_files/./All/724/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4643/HI_S4_W_3.mp3,mfcc_files/./All/4643/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1232/MR_S4_W_3.mp3,mfcc_files/./All/1232/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2291/HI_S4_W_3.mp3,mfcc_files/./All/2291/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/4709/HI_S4_W_3.mp3,mfcc_files/./All/4709/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/155/MR_S4_W_3.mp3,mfcc_files/./All/155/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1790/HI_S4_W_3.mp3,mfcc_files/./All/1790/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1391/HI_S4_W_3.mp3,mfcc_files/./All/1391/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1937/HI_S4_W_3.mp3,mfcc_files/./All/1937/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/4311/HI_S4_W_3.mp3,mfcc_files/./All/4311/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4643/HI_S4_W_3.mp3,mfcc_files/./All/4643/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4892/HI_S4_W_3.mp3,mfcc_files/./All/4892/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/917/MR_S4_W_3.mp3,mfcc_files/./All/917/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/696/MR_S4_W_3.mp3,mfcc_files/./All/696/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2732/HI_S4_W_3.mp3,mfcc_files/./All/2732/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1635/HI_S4_W_3.mp3,mfcc_files/./All/1635/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2282/HI_S4_W_3.mp3,mfcc_files/./All/2282/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/95/MR_S4_W_3.mp3,mfcc_files/./All/95/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4998/HI_S4_W_3.mp3,mfcc_files/./All/4998/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/5092/HI_S4_W_3.mp3,mfcc_files/./All/5092/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2376/HI_S4_W_3.mp3,mfcc_files/./All/2376/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/950/MR_S4_W_3.mp3,mfcc_files/./All/950/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/4128/HI_S4_W_3.mp3,mfcc_files/./All/4128/HI_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/3366/HI_S4_W_3.mp3,mfcc_files/./All/3366/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3754/HI_S4_W_3.mp3,mfcc_files/./All/3754/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2422/HI_S4_W_3.mp3,mfcc_files/./All/2422/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/100/MR_S4_W_3.mp3,mfcc_files/./All/100/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/4128/HI_S4_W_3.mp3,mfcc_files/./All/4128/HI_S4_W_3.csv,boy,Correct
7-10 years,Maharashtra,./All/866/MR_S4_W_3.mp3,mfcc_files/./All/866/MR_S4_W_3.csv,boy,Correct
7-10 years,Maharashtra,./All/866/MR_S4_W_3.mp3,mfcc_files/./All/866/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2685/HI_S4_W_3.mp3,mfcc_files/./All/2685/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3947/HI_S4_W_3.mp3,mfcc_files/./All/3947/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/491/MR_S4_W_3.mp3,mfcc_files/./All/491/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1887/HI_S4_W_3.mp3,mfcc_files/./All/1887/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/5075/HI_S4_W_3.mp3,mfcc_files/./All/5075/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4892/HI_S4_W_3.mp3,mfcc_files/./All/4892/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1071/MR_S4_W_3.mp3,mfcc_files/./All/1071/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4648/HI_S4_W_3.mp3,mfcc_files/./All/4648/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1367/HI_S4_W_3.mp3,mfcc_files/./All/1367/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/3653/HI_S4_W_3.mp3,mfcc_files/./All/3653/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4967/HI_S4_W_3.mp3,mfcc_files/./All/4967/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4843/HI_S4_W_3.mp3,mfcc_files/./All/4843/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2685/HI_S4_W_3.mp3,mfcc_files/./All/2685/HI_S4_W_3.csv,boy,Correct
7-10 years,Maharashtra,./All/672/MR_S4_W_3.mp3,mfcc_files/./All/672/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2888/HI_S4_W_3.mp3,mfcc_files/./All/2888/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3614/HI_S4_W_3.mp3,mfcc_files/./All/3614/HI_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/3366/HI_S4_W_3.mp3,mfcc_files/./All/3366/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3698/HI_S4_W_3.mp3,mfcc_files/./All/3698/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2722/HI_S4_W_3.mp3,mfcc_files/./All/2722/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2479/HI_S4_W_3.mp3,mfcc_files/./All/2479/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1759/HI_S4_W_3.mp3,mfcc_files/./All/1759/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1623/HI_S4_W_3.mp3,mfcc_files/./All/1623/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/3747/HI_S4_W_3.mp3,mfcc_files/./All/3747/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2333/HI_S4_W_3.mp3,mfcc_files/./All/2333/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1326/MR_S4_W_3.mp3,mfcc_files/./All/1326/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/3860/HI_S4_W_3.mp3,mfcc_files/./All/3860/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/5221/HI_S4_W_3.mp3,mfcc_files/./All/5221/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4791/HI_S4_W_3.mp3,mfcc_files/./All/4791/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/287/MR_S4_W_3.mp3,mfcc_files/./All/287/MR_S4_W_3.csv,boy,Correct
5-7 years,Uttar Pradesh,./All/2703/HI_S4_W_3.mp3,mfcc_files/./All/2703/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4496/HI_S4_W_3.mp3,mfcc_files/./All/4496/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/491/MR_S4_W_3.mp3,mfcc_files/./All/491/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/3522/HI_S4_W_3.mp3,mfcc_files/./All/3522/HI_S4_W_3.csv,boy,Correct
5-7 years,Maharashtra,./All/928/MR_S4_W_3.mp3,mfcc_files/./All/928/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/48/MR_S4_W_3.mp3,mfcc_files/./All/48/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/3455/HI_S4_W_3.mp3,mfcc_files/./All/3455/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/5285/HI_S4_W_3.mp3,mfcc_files/./All/5285/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2887/HI_S4_W_3.mp3,mfcc_files/./All/2887/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/696/MR_S4_W_3.mp3,mfcc_files/./All/696/MR_S4_W_3.csv,boy,Correct
5-7 years,Uttar Pradesh,./All/1707/HI_S4_W_3.mp3,mfcc_files/./All/1707/HI_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/1672/HI_S4_W_3.mp3,mfcc_files/./All/1672/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/4311/HI_S4_W_3.mp3,mfcc_files/./All/4311/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1788/HI_S4_W_3.mp3,mfcc_files/./All/1788/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2299/HI_S4_W_3.mp3,mfcc_files/./All/2299/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3754/HI_S4_W_3.mp3,mfcc_files/./All/3754/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3918/HI_S4_W_3.mp3,mfcc_files/./All/3918/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/5075/HI_S4_W_3.mp3,mfcc_files/./All/5075/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2705/HI_S4_W_3.mp3,mfcc_files/./All/2705/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3918/HI_S4_W_3.mp3,mfcc_files/./All/3918/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/665/MR_S4_W_3.mp3,mfcc_files/./All/665/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/3973/HI_S4_W_3.mp3,mfcc_files/./All/3973/HI_S4_W_3.csv,boy,Correct
5-7 years,Rajasthan,./All/4933/HI_S4_W_3.mp3,mfcc_files/./All/4933/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2888/HI_S4_W_3.mp3,mfcc_files/./All/2888/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/5075/HI_S4_W_3.mp3,mfcc_files/./All/5075/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4643/HI_S4_W_3.mp3,mfcc_files/./All/4643/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/4315/HI_S4_W_3.mp3,mfcc_files/./All/4315/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4131/HI_S4_W_3.mp3,mfcc_files/./All/4131/HI_S4_W_3.csv,boy,Correct
12-15 years,Maharashtra,./All/361/MR_S4_W_3.mp3,mfcc_files/./All/361/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1183/MR_S4_W_3.mp3,mfcc_files/./All/1183/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1708/HI_S4_W_3.mp3,mfcc_files/./All/1708/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/4484/HI_S4_W_3.mp3,mfcc_files/./All/4484/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/95/MR_S4_W_3.mp3,mfcc_files/./All/95/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/3813/HI_S4_W_3.mp3,mfcc_files/./All/3813/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2089/HI_S4_W_3.mp3,mfcc_files/./All/2089/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1071/MR_S4_W_3.mp3,mfcc_files/./All/1071/MR_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/5020/HI_S4_W_3.mp3,mfcc_files/./All/5020/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/268/MR_S4_W_3.mp3,mfcc_files/./All/268/MR_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2732/HI_S4_W_3.mp3,mfcc_files/./All/2732/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/3614/HI_S4_W_3.mp3,mfcc_files/./All/3614/HI_S4_W_3.csv,boy,Correct
12-15 years,Rajasthan,./All/5224/HI_S4_W_3.mp3,mfcc_files/./All/5224/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/1702/HI_S4_W_3.mp3,mfcc_files/./All/1702/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1071/MR_S4_W_3.mp3,mfcc_files/./All/1071/MR_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/1071/MR_S4_W_3.mp3,mfcc_files/./All/1071/MR_S4_W_3.csv,boy,Correct
7-10 years,Uttar Pradesh,./All/1833/HI_S4_W_3.mp3,mfcc_files/./All/1833/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2850/HI_S4_W_3.mp3,mfcc_files/./All/2850/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2073/HI_S4_W_3.mp3,mfcc_files/./All/2073/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1945/HI_S4_W_3.mp3,mfcc_files/./All/1945/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/250/MR_S4_W_3.mp3,mfcc_files/./All/250/MR_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/3044/HI_S4_W_3.mp3,mfcc_files/./All/3044/HI_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4047/HI_S4_W_3.mp3,mfcc_files/./All/4047/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/2446/HI_S4_W_3.mp3,mfcc_files/./All/2446/HI_S4_W_3.csv,boy,Correct
12-15 years,Uttar Pradesh,./All/1391/HI_S4_W_3.mp3,mfcc_files/./All/1391/HI_S4_W_3.csv,boy,Correct
7-10 years,Rajasthan,./All/5075/HI_S4_W_3.mp3,mfcc_files/./All/5075/HI_S4_W_3.csv,boy,Correct
10-12 years,Maharashtra,./All/250/MR_S4_W_3.mp3,mfcc_files/./All/250/MR_S4_W_3.csv,boy,Correct
10-12 years,Rajasthan,./All/4184/HI_S4_W_3.mp3,mfcc_files/./All/4184/HI_S4_W_3.csv,boy,Correct
10-12 years,Uttar Pradesh,./All/2376/HI_S4_W_3.mp3,mfcc_files/./All/2376/HI_S4_W_3.csv,boy,Correct
